source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
NHS,Generalised anxiety disorder in adults,"These side effects should improve over time, although some – such as sexual problems – can persist.",IMPROVE,FAST,FROM 6 MONTH TO 1 YEAR,IMPROVE FAST FROM 6 MONTH TO 1 YEAR
NHS,Generalised anxiety disorder in adults,"These will usually take place every 2 to 4 weeks for the first 3 months, then every 3 months after that.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Generalised anxiety disorder in adults,"Generalised anxiety disorder (GAD) is a long-term condition, but a number of different treatments can help.",PERMANENT,,,PERMANENT
NHS,Generalised anxiety disorder in adults,"SSRIs can be taken on a long-term basis but, as with all antidepressants, they can take several weeks to start working.",PERMANENT,,,PERMANENT
NHS,Generalised anxiety disorder in adults,But some treatments may need to be continued for a long time and there may be periods when your symptoms worsen,PERMANENT,,,PERMANENT
MAYO,Generalized anxiety disorder,"As with most antidepressants, it typically takes up to several weeks to become fully effective.",IMPROVE,MODERATELY,FROM 1 YEAR TO MORE YEAR,IMPROVE MODERATELY FROM 1 YEAR TO MORE YEAR
MAYO,Generalized anxiety disorder,You may benefit most from a combination of the two.,IMPROVE,MODERATELY,FROM 5 MINUTE TO 1 DAY,IMPROVE MODERATELY FROM 5 MINUTE TO 1 DAY
MAYO,Generalized anxiety disorder,"Your worries are unlikely to simply go away on their own, and they may actually get worse over time.",IMPROVE,SLOWLY,FROM 5 MINUTE TO 1 DAY,IMPROVE SLOWLY FROM 5 MINUTE TO 1 DAY
NHS,Genetic and genomic testing,"Depending on the reason for your test, it could be weeks or months",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Genetic test for cancer gene,"It takes 4 to 8 weeks to get the result, but this is not fully predictive as a negative test, so cannot rule out that the problem in relatives is due to a different gene",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Genital herpes,This is the type that usually causes cold sores or fever blisters around your mouth.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Genital herpes,Symptoms clear up on their own but can come back,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Genital herpes,"This can be fatal, but most babies recover with antiviral treatment.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Genital herpes,These may appear a few days to a few weeks after infection.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Genital herpes,"Go even if you have not had sex for a long time, as blisters can take months or years to appear.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Genital herpes,Some people who have more than 6 outbreaks in a year may benefit from taking antiviral medicine for 6 to 12 months.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Genital herpes,"There's no cure for genital herpes, but medications can ease symptoms and reduce the risk of infecting others.",PERMANENT,,,PERMANENT
NHS,Genital herpes,There's no cure,PERMANENT,,,PERMANENT
MAYO,Genital herpes,There's no cure for genital herpes.,PERMANENT,,,PERMANENT
NHS,Genital warts,"It may take weeks or months for treatment to work, and the warts may come back",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Genital warts,"Warts may go away without treatment, but this can take many months",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Genital warts,"If symptoms do appear, it can happen over a year after infection.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Genital warts,"There's no cure for genital warts, but it's possible for your body to clear the virus over time.",PERMANENT,,,PERMANENT
MAYO,Geographic tongue,But more research is needed to better understand possible connections.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Germ cell tumors,"Germ cell tumors tend to respond to treatment and many can be cured, even when diagnosed at a late stage.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Gestational diabetes,"If your blood sugar is within normal levels and there are no concerns about your or your baby's health, you may be able to wait for labour to start naturally.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Gestational diabetes,"You should have a blood test to check for diabetes 6 to 13 weeks after giving birth, and once every year after that if the result is normal.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Giant cell arteritis,You'll likely begin to feel better within a few days of beginning treatment.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Giardia infection (giardiasis),"Giardia infection is almost never fatal in industrialized countries, but it can cause lingering symptoms and serious complications, especially in infants and children.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Giardia infection (giardiasis),But you may have intestinal problems long after the parasites are gone.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Giardia infection (giardiasis),Many people who do have problems often get better on their own in a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Giardia infection (giardiasis),Giardia infections usually clear up within a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Giardia infection (giardiasis),"Signs and symptoms of giardia infection may last two to six weeks, but in some people they last longer or recur.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Giardia infection (giardiasis),The problem may persist long after the infection has cleared.,PERMANENT,,,PERMANENT
NHS,Giardiasis,"It usually goes away in about a week if it's treated, but can sometimes last much longer",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Giardiasis,"Your symptoms should stop in about a week, but they can sometimes last longer",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Gilbert's syndrome,Gilbert's syndrome is a lifelong disorder,PERMANENT,,,PERMANENT
NHS,Glandular fever,Most people get better with no problems,IMPROVE,FAST,FROM 6 MONTH TO 1 YEAR,IMPROVE FAST FROM 6 MONTH TO 1 YEAR
NHS,Glandular fever,You should feel better within 2 to 3 weeks,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Glandular fever,You're infectious for up to 7 weeks before you get symptoms,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Glandular fever,Some people might feel extremely tired for months,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Glandular fever,"It gets better without treatment, but it can make you feel very ill and last for weeks",IMPROVE,SLOWLY,FROM 8 DAY TO 2 MONTH,IMPROVE SLOWLY FROM 8 DAY TO 2 MONTH
NHS,Glandular fever,"There is no cure for glandular fever, it gets better by itself.",PERMANENT,,,PERMANENT
NHS,Glaucoma,It tends to develop slowly over many years and affects the edges of your vision (peripheral vision) first.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Glaucoma,This tends to develop slowly over many years,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Glaucoma,"It can affect people of all ages, but is most common in adults in their 70s and 80s.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Glaucoma,"To minimize this absorption, close your eyes for one to two minutes after putting the drops in.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Glaucoma,It may take a few weeks before the full effect of this procedure becomes apparent.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Glaucoma,"After surgery, your eye might water and be red, and your vision may be slightly blurred for up to 6 weeks but should return to normal.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Glaucoma,"If you have the condition, you'll generally need treatment for the rest of your life.",PERMANENT,,,PERMANENT
MAYO,Glioblastoma,"Because brain tumors can develop in parts of the brain that control motor skills, speech, vision and thinking, rehabilitation may be a necessary part of recovery.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Glioblastoma,No alternative treatments have been proved to cure gliomas.,PERMANENT,,,PERMANENT
MAYO,Glioma,"Because brain tumors can develop in parts of the brain that control motor skills, speech, vision and thinking, rehabilitation may be a necessary part of recovery.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Glioma,No alternative treatments have been proved to cure gliomas.,PERMANENT,,,PERMANENT
MAYO,Glomerulonephritis,"Glomerulonephritis may develop a week or two after recovery from a strep throat infection or, rarely, a skin infection (impetigo).",IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,IMPROVE FAST FROM 8 DAY TO 2 MONTH
MAYO,Glomerulonephritis,There may be no way to prevent most forms of glomerulonephritis.,PERMANENT,,,PERMANENT
NHS,Glomerulonephritis,"Although mild cases of glomerulonephritis can be treated effectively, for some people the condition can lead to long-term kidney problems.",PERMANENT,,,PERMANENT
NHS,Glue ear,The GP will usually wait to see if the symptoms get better on their own,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Glue ear,"It usually clears up within 3 months, but see a GP about any hearing problems",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Glue ear,"This is because there's no effective medicine for glue ear, and it often clears up on its own within 3 months.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Glue ear,Your child may be monitored for up to a year in case their symptoms change or get worse.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Glue ear,The grommet should fall out naturally within 6 to 12 months as your child's ear gets better.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Goitre,"If necessary, you may be referred to a specialist in hospital for further tests or treatment.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Golfer's elbow,Walk or jog for a few minutes to warm up your muscles.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Golfer's elbow,"But if your signs and symptoms don't respond to conservative treatment in six to 12 months, surgery might be an option.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Gonorrhoea,"With effective treatment, most of your symptoms should improve within a few days",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Gonorrhoea,"If you have any symptoms of gonorrhoea, these will usually improve within a few days, although it may take up to 2 weeks for any pain in your pelvis or testicles to disappear completely.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Gout,The pain is likely to be most severe within the first four to 12 hours after it begins.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Gout,"It's rare to get lots of attacks, but if you do, you can develop permanent damage to the joint (chronic gout).",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Gout,"After the most severe pain subsides, some joint discomfort may last from a few days to a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Grand mal seizure,Convulsions usually last one to two minutes or less.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Grand mal seizure,Unconsciousness may persist for several minutes after the convulsion has ended.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Grand mal seizure,This phase tends to last about 10 to 20 seconds.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Granuloma annulare,It's not contagious and usually gets better on its own within a few months,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Granuloma annulare,"The most common type, localised granuloma annulare, appears in just 1 or 2 areas, tends to affect children and young adults, and usually gets better on its own after a few months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Granuloma annulare,Call your doctor if your skin develops reddish bumps (lesions) in ring patterns that don't go away within a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Granuloma annulare,The lesions usually disappear on their own within two years without treatment.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Granuloma annulare,Most bumps disappear in a few months and rarely last more than two years.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Granuloma annulare,"But in most cases, treatment is not necessary because the rash will disappear on its own within a few months to 2 years",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Granulomatosis with polyangiitis,Signs and symptoms of granulomatosis with polyangiitis can develop suddenly or over several months.,DECLINE,SLOWLY,FROM 2 MONTH TO 6 MONTH,DECLINE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Granulomatosis with polyangiitis,With treatment you're likely to recover from granulomatosis with polyangiitis.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Granulomatosis with polyangiitis,Even so you might feel stress about possible relapse or damage the disease can cause.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Granulomatosis with polyangiitis,"With early diagnosis and appropriate treatment, you might recover from granulomatosis with polyangiitis within a few months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Granulomatosis with polyangiitis (Wegener's granulomatosis),This stage of treatment typically lasts for 2 to 5 years.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Granulomatosis with polyangiitis (Wegener's granulomatosis),"This first stage of treatment lasts until your symptoms are under control, which usually takes a few months.",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Granulomatosis with polyangiitis (Wegener's granulomatosis),"GPA is a serious condition but, with treatment, it can usually be kept under control.",PERMANENT,,,PERMANENT
MAYO,Graves' disease,"This causes your thyroid gland to shrink, and symptoms lessen gradually, usually over several weeks to several months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Graves' disease,"After that, the signs and symptoms of Graves' ophthalmopathy usually become stable for a year or so and then begin to get better, often on their own.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Graves' disease,Symptoms of Graves' ophthalmopathy may even get worse for three to six months.,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Graves' disease,Taking either drug for longer than a year may result in better long-term results.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
MAYO,Greenstick fractures,"X-rays are required in a few weeks to make sure the fracture is healing properly, to check the alignment of the bone, and to determine when a cast is no longer needed.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Greenstick fractures,"Most greenstick fractures require four to eight weeks for complete healing, depending on the break and the age of the child.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Group B strep,Most babies with a group B strep infection make a full recovery if treated.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Group B strep,Your baby may be monitored in hospital for up to 12 hours to check for any problems,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Growing pains,Growing pains often get better on their own within a year or two.,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Growing pains,"And if they don't go away completely in a year or so, they often become less painful.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,But two types of treatments can speed recovery and reduce the severity of the illness:,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,Weakness and tingling in your extremities are usually the first symptoms.,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,DECLINE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Guillain-Barre syndrome,"After the first signs and symptoms, the condition tends to progressively worsen for about two weeks",DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Guillain-Barre syndrome,Up to 22% of people with Guillain-Barre syndrome need temporary help from a machine to breathe within the first week when they're hospitalized for treatment.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
MAYO,Guillain-Barre syndrome,"Although most people recover from Guillain-Barre syndrome, the mortality rate is 4% to 7%.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,"Most people with Guillain-Barre syndrome recover completely or have only minor, residual weakness, numbness or tingling.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,"To manage the stress of recovery from Guillain-Barre syndrome, consider these suggestions:",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,"Although most people eventually recover fully, the condition is generally painful and requires hospitalization and months of rehabilitation.",IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
MAYO,Guillain-Barre syndrome,But two-thirds of patients report symptoms of an infection in the six weeks preceding.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Guillain-Barre syndrome,People with Guillain-Barre syndrome usually experience their most significant weakness within two weeks after symptoms begin.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Guillain-Barre syndrome,The disorder usually appears days or weeks after a respiratory or digestive tract infection.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Guillain-Barre syndrome,"Although some people can take months and even years to recover, most people with Guillain-Barre syndrome experience this general timeline:",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,"Recovery begins, usually lasting six to 12 months, though for some people it could take as long as three years",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Guillain-Barre syndrome,"There's no known cure for Guillain-Barre syndrome, but several treatments can ease symptoms and reduce the duration of the illness.",PERMANENT,,,PERMANENT
MAYO,Guillain-Barre syndrome,There's no cure for Guillain-Barre syndrome.,PERMANENT,,,PERMANENT
NHS,Guillain-Barré syndrome,"Most people eventually make a full recovery from Guillain-Barré syndrome, but this can sometimes take a long time and around 1 in 5 people have long-term problems.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Guillain-Barré syndrome,Treatment for Guillain-Barré syndrome can help reduce the symptoms and speed up recovery.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Guillain-Barré syndrome,Most people are treated in hospital and usually need to stay in hospital for a few weeks to a few months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Guillain-Barré syndrome,Most people need to stay in hospital for a few weeks to a few months.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Guillain-Barré syndrome,These symptoms may continue to get worse over the next few days or weeks before they start to slowly improve,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Guillain-Barré syndrome,Most people with Guillain-Barré syndrome make a full recovery within a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Guillain-Barré syndrome,The vast majority of people recover within a year.,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Guillain-Barré syndrome,Possible long-term problems,PERMANENT,,,PERMANENT
NHS,Guillain-Barré syndrome,"It can be treated and most people will eventually make a full recovery, although it can occasionally be life-threatening and some people are left with long-term problems.",PERMANENT,,,PERMANENT
NHS,Gum disease,You'll usually have to take these for 3 days,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,HIV and AIDS,You should be able to get PEP from:,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,HIV and AIDS,"clinics may offer a finger prick blood test, which can give you a result in minutes, but it may take up to a few days to get the results of a more detailed HIV test",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,HIV and AIDS,"home testing or home sampling kits are available to buy online or from pharmacies – depending on the type of test you use, your result will be available in a few minutes or a few days",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,HIV and AIDS,"Most people experience a short flu-like illness 2 to 6 weeks after HIV infection, which lasts for a week or 2.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,HIV and AIDS,"After these symptoms disappear, HIV may not cause any symptoms for many years, although the virus continues to damage your immune system.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,HIV and AIDS,"While there's no cure for HIV, there are very effective treatments that enable most people with the virus to live a long and healthy life.",PERMANENT,,,PERMANENT
NHS,HIV and AIDS,"There's currently no cure for HIV, but there are very effective drug treatments that enable most people with the virus to live a long and healthy life.",PERMANENT,,,PERMANENT
MAYO,HIVAIDS,"Thanks to better antiviral treatments, most people with HIV in the U.S.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,HIVAIDS,It can take weeks to months for antibodies to become detectable.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,HIVAIDS,The combination antigen/antibody tests can take two to six weeks after exposure to become positive.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,HIVAIDS,"This illness, known as primary (acute) HIV infection, may last for a few weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,HIVAIDS,This stage can last for many years if you're not receiving antiretroviral therapy (ART).,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,HIVAIDS,"Untreated, HIV typically turns into AIDS in about 8 to 10 years.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,HIVAIDS,"Currently, there's no cure for HIV/AIDS.",PERMANENT,,,PERMANENT
MAYO,HIVAIDS,"There's no cure for HIV/AIDS, but medications can dramatically slow the progression of the disease.",PERMANENT,,,PERMANENT
MAYO,HIVAIDS,There's no vaccine to prevent HIV infection and no cure for AIDS.,PERMANENT,,,PERMANENT
MAYO,HPV infection,"However, there's no cure for the virus, so they can reappear in the same place or other places.",PERMANENT,,,PERMANENT
NHS,Haemochromatosis,Haemochromatosis is an inherited condition where iron levels in the body slowly build up over many years.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Haemochromatosis,"There's currently no cure for haemochromatosis, but there are treatments that can reduce the amount of iron in your body.",PERMANENT,,,PERMANENT
NHS,Haemochromatosis,maintenance – blood is removed less often (usually 2 to 4 times a year) to keep your iron levels under control; this is usually needed for the rest of your life,PERMANENT,,,PERMANENT
