L1,L2,L3,conditionName,confidence,sentence,source,support CNL1L2L3,support L1L2L3,predictedTag
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Lumbar puncture,0.0035211267605633804,swelling and lower back pain where the needle was inserted – this should get better on its own after a few days and is normally nothing to worry about,NHS,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Lumbar puncture,0.0010101010101010099,"A lumbar puncture takes around 30 to 45 minutes, but you'll need to stay lying down at the hospital for at least another hour while the nurses monitor you.",NHS,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Lung Transplant,0.0025062656641604013,It usually takes at least 3 to 6 months to fully recover from transplant surgery.,NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,Lung cancer,0.021739130434782608,Most people need 4 to 6 cycles of treatment over 3 to 6 months,NHS,0.00018946570670708602,0.008715422508525956,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Lung cancer,0.00792393026941363,You'll probably be able to go home 5 to 10 days after your operation,NHS,0.0009473285335354301,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Lung transplant,0.008264462809917356,This may take several months to achieve,NHS,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Lung transplant,0.007518796992481204,It usually takes at least 3 to 6 months to fully recover from transplant surgery.,NHS,0.0005683971201212581,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
DECLINE,FAST,FROM 5 MINUTE TO 1 DAY,Lupus,0.03448275862068965,"Lupus can harm your kidneys in many different ways, and treatments can vary, depending on the type of damage that occurs.",MAYO,0.00018946570670708602,0.005494505494505495,DECLINE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,Lupus,0.03225806451612903,"Often the disease flares up (relapses) and symptoms become worse for a few weeks, sometimes longer.",NHS,0.00018946570670708602,0.005873436907919668,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Lupus nephritis,0.0011235955056179776,There's no cure for lupus nephritis.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Lyme disease,0.010025062656641605,The rash can appear up to 3 months after being bitten by a tick and usually lasts for several weeks.,NHS,0.0007578628268283443,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Lyme disease,0.006493506493506493,"This can take months for some people, but the symptoms should improve over time",NHS,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
PERMANENT,,,Lymphedema,0.0022471910112359553,There's no cure for lymphedema.,MAYO,0.00037893141341417203,0.16862447896930655,PERMANENT
PERMANENT,,,Lymphoedema,0.0033707865168539327,Lymphoedema is a long-term (chronic) condition that causes swelling in the body's tissues,NHS,0.0005683971201212581,0.16862447896930655,PERMANENT
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,MCAD deficiency,0.003636363636363637,Fasting time may be gradually increased up to 12 hours by one year of age.,MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,MCAD deficiency,0.0010101010101010099,Take time for your own interests and activities.,MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,MRI scan,0.0010101010101010099,"The scan lasts 15 to 90 minutes, depending on the size of the area being scanned and how many images are taken.",NHS,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,MRSA,0.0025062656641604013,"Getting MRSA on your skin will not make you ill, and it may go away in a few hours, days, weeks or months without you noticing",NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,MRSA,0.0015847860538827257,Treatment can last a few days to a few weeks,NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,"Macular degeneration, dry",0.00353356890459364,"The dry type is more common, but it usually progresses slowly (over years).",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,"Macular degeneration, dry",0.0010101010101010099,"Having macular degeneration can be difficult, and you may need to make changes in your life.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,"Macular degeneration, wet",0.0010101010101010099,"Having macular degeneration can be difficult, and you may need to make changes in your life.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Macular hole,0.006493506493506493,"If you've had a hole for less than 6 months, there's about a 90% chance your operation will be successful – 9 in 10 operations will successfully close the hole.",NHS,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Macular hole,0.006339144215530903,"The operation is successful in closing the hole in around 9 out of 10 people who've had the hole for less than 6 months, and 6 out of 10 people who've had the hole for a year or longer.",NHS,0.0007578628268283443,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Malaria,0.01948051948051948,"However, some types of malaria parasites can lie dormant in your body for up to a year.",MAYO,0.0005683971201212581,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Malaria,0.00353356890459364,"Some varieties of the malaria parasite, which typically cause milder forms of the disease, can persist for years and cause relapses.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Male hypogonadism,0.007272727272727274,condition often corrects itself within the first few years of life without treatment.,MAYO,0.00037893141341417203,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Male hypogonadism,0.0011235955056179776,"You can be born with male hypogonadism, or it can develop later in life, often from injury or infection.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Malignant brain tumour (brain cancer),0.006493506493506493,"weakness, vision problems or speech problems that get worse",NHS,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Malignant hyperthermia,0.0035211267605633804,Malignant hyperthermia usually resolves within a few days with treatment.,MAYO,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Mallet finger,0.006493506493506493,It may take several months for your finger to become fully functional,NHS,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Mallet finger,0.0025062656641604013,"Redness, swelling and tenderness of the skin around the end of the finger are common for 3 or 4 months after injury but usually settle eventually",NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Malnutrition,0.0025062656641604013,you've unintentionally lost a lot of weight over the last 3 to 6 months,NHS,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
PERMANENT,,,Malnutrition,0.0011235955056179776,"Malnutrition in children is often caused by long-term health conditions, for which hospital treatment is needed",NHS,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mammary duct ectasia,0.003636363636363637,"Mammary duct ectasia most often occurs in women during perimenopause — around age 45 to 55 years — but it can happen after menopause, too.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Marfan syndrome,0.003636363636363637,These are major operations that can take a year or more to fully recover from.,NHS,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Marfan syndrome,0.0033707865168539327,There's currently no cure for Marfan syndrome,NHS,0.0005683971201212581,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Mastectomy,0.005012531328320804,"Most people find their wounds take around 2 to 3 weeks to heal, but it may be several months before your chest and arm area fully recover.",NHS,0.00037893141341417203,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Mastectomy,0.0031695721077654514,It can take 4 to 6 weeks to recover from a mastectomy.,NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Mastocytosis,0.0022471910112359553,"There's no cure for mastocytosis, so the aim of treatment is to try to relieve the symptoms.",NHS,0.00037893141341417203,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Mastocytosis,0.0010101010101010099,"Some people with systemic mastocytosis may experience episodes of severe symptoms that last 15-30 minutes, often with specific triggers such as physical exertion or stress",NHS,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Mastoiditis,0.0035211267605633804,"If you're admitted to hospital for treatment, you'll need to stay in for a few days until an ENT specialists can be sure the infection is under control.",NHS,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Mastoiditis,0.0015847860538827257,"After surgery for mastoiditis, you or your child will probably need to take 7 to 10 days off work or school.",NHS,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,Measles,0.043478260869565216,This relatively mild illness may last two or three days.,MAYO,0.00018946570670708602,0.004357711254262978,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Measles,0.0047543581616481785,"There's no specific treatment for measles, but the condition usually improves within 7 to 10 days",NHS,0.0005683971201212581,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Medication overuse headaches,0.008264462809917356,"These symptoms generally last from two to 10 days, but they can persist for several weeks.",MAYO,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
PERMANENT,,,Medulloblastoma,0.0011235955056179776,No alternative treatments have been proved to cure brain tumors.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Medulloblastoma,0.0010101010101010099,"Radiosurgery is typically done in one treatment, and in most cases you can go home the same day.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Membranous nephropathy,0.006493506493506493,Your blood creatinine level remains in the normal range for six months,MAYO,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Membranous nephropathy,0.003636363636363637,"However, up to three out of 10 people with membranous nephropathy have their symptoms completely disappear (remission) after five years without any treatment.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Meniere's disease,0.007272727272727274,"Living and Loving Out LoudAffected by hearing loss for years, Jerry and Madalaine McDaniel created a world for themselves that revolved around their quiet home environment.",MAYO,0.00037893141341417203,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Meniere's disease,0.0030303030303030303,"Two episodes of vertigo, each lasting 20 minutes or longer but not longer than 12 hours",MAYO,0.0005683971201212581,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Meningioma,0.00353356890459364,"Most meningiomas grow very slowly, often over many years without causing symptoms.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Meningioma,0.0010101010101010099,"These measures won't cure your meningioma, but they may help you feel better as you recover from surgery or help you to cope during radiation therapy.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,FAST,FROM 1 DAY TO 1 WEEK,Meningitis,0.05,Symptoms may develop over several hours or over a few days.,MAYO,0.00018946570670708602,0.003789314134141721,DECLINE FAST FROM 1 DAY TO 1 WEEK
DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,Meningitis,0.03225806451612903,Chronic meningitis develops over two weeks or more.,MAYO,0.00018946570670708602,0.005873436907919668,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Menopause,0.01090909090909091,Periods usually start to become less frequent over a few months or years before they stop altogether,NHS,0.0005683971201212581,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Menopause,0.008264462809917356,"Often, menstrual periods will skip a month and return, or skip several months and then start monthly cycles again for a few months.",MAYO,0.00018946570670708602,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Menorrhagia,0.0010101010101010099,"Although you may need a general anesthetic, it's likely that you can go home later on the same day.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Menstrual cramps,0.0035211267605633804,"Pain that starts 1 to 3 days before your period, peaks 24 hours after the onset of your period and subsides in 2 to 3 days",MAYO,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Mental illness,0.0025062656641604013,"Psychotherapy often can be successfully completed in a few months, but in some cases, long-term treatment may be needed.",MAYO,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
PERMANENT,,,Mental illness,0.0022471910112359553,"Although psychiatric medications don't cure mental illness, they can often significantly improve symptoms.",MAYO,0.00037893141341417203,0.16862447896930655,PERMANENT
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Meralgia paresthetica,0.012987012987012986,"For most people, the symptoms of meralgia paresthetica ease in a few months.",MAYO,0.00037893141341417203,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Mesenteric lymphadenitis,0.0015847860538827257,"Mild, uncomplicated cases of mesenteric lymphadenitis and those caused by a virus usually go away on their own, although full recovery can take four weeks or more.",MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mesothelioma,0.007272727272727274,"It usually takes a while for this to cause any obvious problems, with mesothelioma typically developing more than 20 years after exposure to asbestos.",NHS,0.00037893141341417203,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,Mesothelioma,0.006493506493506493,"There are currently around 2,500 deaths from mesothelioma each year in the UK",NHS,0.00018946570670708602,0.02917771883289125,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
PERMANENT,,,Metachromatic leukodystrophy,0.0011235955056179776,There is no cure for metachromatic leukodystrophy yet.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Metatarsalgia,0.0010101010101010099,"Although generally not serious, metatarsalgia can sideline you.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Microcephaly,0.0011235955056179776,"Generally there's no treatment for microcephaly, but early intervention with supportive therapies, such as speech and occupational therapies, may help enhance your child's development and improve quality of life.",MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
PERMANENT,,,Migraine,0.0044943820224719105,"There's currently no cure for migraines, although a number of treatments are available to help ease the symptoms.",NHS,0.0007578628268283443,0.16862447896930655,PERMANENT
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Migraine,0.00353356890459364,"Migraine attacks can sometimes get worse over time, but they tend to gradually improve over many years for most people.",NHS,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Migraine with aura,0.0010101010101010099,Migraine aura usually occurs within an hour before head pain begins and generally lasts less than 60 minutes.,MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mild cognitive impairment (MCI),0.003636363636363637,"But some people with mild cognitive impairment never get worse, and a few eventually get better.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mild cognitive impairment (MCI),0.00353356890459364,"Symptoms of MCI may remain stable for years, progress to Alzheimer's disease or another type of dementia, or improve over time.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Milia,0.005012531328320804,And no treatment is needed because they usually disappear on their own in a few weeks or months.,MAYO,0.00037893141341417203,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Milk allergy,0.0010101010101010099,"The reaction, commonly vomiting and diarrhea, usually occurs within hours after eating the trigger rather than within minutes.",MAYO,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Miscarriage,0.0035211267605633804,"In most cases, physical recovery from miscarriage takes only a few hours to a couple of days.",MAYO,0.00018946570670708602,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Miscarriage,0.0015847860538827257,Usually this happens within a couple of weeks of determining that the embryo has died.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mitral valve prolapse,0.003636363636363637,"You generally won't need to take a blood thinner with a valve made from human or animal tissue, but those valves only last about 10 years.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Mitral valve prolapse,0.0030303030303030303,"Most people with mitral valve prolapse, particularly people without symptoms, don't require treatment.",MAYO,0.0005683971201212581,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mitral valve regurgitation,0.003636363636363637,"You may have no symptoms for many years and be unaware that you have this condition, and it might not progress.",MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mitral valve regurgitation,0.00353356890459364,Mitral valve regurgitation is often mild and progresses slowly.,MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Mitral valve stenosis,0.00353356890459364,Mitral valve stenosis usually progresses slowly over time.,MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Mittelschmerz,0.0020202020202020198,"Mittelschmerz pain usually lasts a few minutes to a few hours, but it may continue for as long as a day or two.",MAYO,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
PERMANENT,,,Mixed connective tissue disease,0.0011235955056179776,There's no cure for mixed connective tissue disease.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Molar pregnancy,0.007518796992481204,He or she may recommend waiting for six months to one year before trying to become pregnant.,MAYO,0.0005683971201212581,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Molar pregnancy,0.0010101010101010099,"In a few cases, abnormal cells left in the womb after treatment don't go away on their own",NHS,0.00018946570670708602,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Moles,0.0031695721077654514,These changes can happen over weeks or months.,NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,Molluscum contagiosum,0.016528925619834708,Treatment for molluscum contagiosum (MC) is not routinely recommended because most cases clear up on their own in around 6 to 18 months.,NHS,0.00037893141341417203,0.022925350511557408,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Molluscum contagiosum,0.007272727272727274,"Treatment is also be recommended for people with weakened immune systems, as the condition can take several years to clear in these cases.",NHS,0.00037893141341417203,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Monkeypox,0.0020202020202020198,It's usually a mild illness that will get better on its own without treatment,NHS,0.00037893141341417203,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,FAST,FROM 1 DAY TO 1 WEEK,Mononucleosis,0.05,"A different antibody test requires a longer result time, but can detect the disease even within the first week of symptoms.",MAYO,0.00018946570670708602,0.003789314134141721,DECLINE FAST FROM 1 DAY TO 1 WEEK
IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,Mononucleosis,0.05,"If your symptoms don't get better on their own in a week or two, see your doctor.",MAYO,0.00018946570670708602,0.003789314134141721,IMPROVE FAST FROM 8 DAY TO 2 MONTH
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Morning sickness,0.0015847860538827257,Morning sickness is most common during the first trimester and usually begins by nine weeks after conception.,MAYO,0.00018946570670708602,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Morphea,0.003636363636363637,The condition generally lasts several years and then disappears by itself.,MAYO,0.00018946570670708602,0.05210306934444865,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,Morphea,0.0025062656641604013,Skin generally begins to improve during the first months of treatment.,MAYO,0.00018946570670708602,0.07559681697612733,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Morton's neuroma,0.00353356890459364,It often gets worse over time,NHS,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,Mosquito bites,0.007042253521126761,Most mosquito bites stop itching and heal on their own in a few days.,MAYO,0.00037893141341417203,0.053808260704812434,IMPROVE FAST FROM 1 DAY TO 1 WEEK
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Motor neurone disease,0.00706713780918728,It causes weakness that gets worse over time,NHS,0.00037893141341417203,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Motor neurone disease,0.0022471910112359553,"There's no cure for MND, but there are treatments to help reduce the impact it has on a person's daily life",NHS,0.00037893141341417203,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Mouth cancer,0.0031695721077654514,"If mouth cancer is diagnosed early, a complete cure is often possible in up to 9 in 10 cases using surgery alone.",NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
IMPROVE,FAST,FROM 8 DAY TO 2 MONTH,Mouth ulcers,0.05,Mouth ulcers are common and should clear up on their own within a week or 2,NHS,0.00018946570670708602,0.003789314134141721,IMPROVE FAST FROM 8 DAY TO 2 MONTH
DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,Movement disorders,0.00353356890459364,"This slowly progressive, neurodegenerative disorder causes tremor, stiffness (rigidity), slow decreased movement (bradykinesia) or imbalance.",MAYO,0.00018946570670708602,0.05361879499810535,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
PERMANENT,,,Movement disorders,0.0011235955056179776,It may resemble Parkinson's disease but is a distinct condition.,MAYO,0.00018946570670708602,0.16862447896930655,PERMANENT
IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,Mucositis,0.0031695721077654514,"It can be very unpleasant, but usually stops in a few weeks",NHS,0.00037893141341417203,0.11955286093217128,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
PERMANENT,,,Multiple myeloma,0.005617977528089888,Treatment for multiple myeloma can often help to control symptoms and improve quality of life,NHS,0.0009473285335354301,0.16862447896930655,PERMANENT
IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,Multiple myeloma,0.0030303030303030303,"If your myeloma recurs or doesn't respond to treatment,",MAYO,0.0005683971201212581,0.1875710496400152,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
DECLINE,MODERATELY,FROM 8 DAY TO 2 MONTH,Multiple sclerosis,0.03225806451612903,Just over 1 in 10 people with the condition start their MS with a gradual worsening of symptoms.,NHS,0.00018946570670708602,0.005873436907919668,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH
